datetime,open,high,low,close,volume,ind_sma_20,long_cond_1,short_cond_1,signal
2026-04-04 07:00:00,67010.9,67052.2,66935.4,67013.0,97.140028,66880.1,False,False,0
2026-04-04 08:00:00,67013.0,67063.7,66908.5,66943.3,142.725066,66879.79000000001,False,False,0
2026-04-04 09:00:00,66943.3,67000.6,66917.0,66983.0,86.823461,66890.44,False,False,0
2026-04-04 10:00:00,66983.0,67174.6,66909.5,67169.7,118.438624,66905.865,False,False,0
2026-04-04 11:00:00,67169.7,67230.3,67081.6,67159.6,104.98704,66917.61,False,False,0
2026-04-04 12:00:00,67159.6,67183.4,67055.3,67094.0,75.14774799999999,66933.53,False,False,0
2026-04-04 13:00:00,67094.0,67269.8,67081.1,67193.2,100.842151,66937.98500000002,False,False,0
2026-04-04 14:00:00,67193.2,67219.3,67012.6,67214.5,270.93636200000003,66955.67000000001,False,False,0
2026-04-04 15:00:00,67214.5,67564.9,67180.8,67389.2,317.953015,66975.705,False,False,0
2026-04-04 16:00:00,67389.2,67525.7,67327.2,67364.7,169.988505,67000.89,False,False,0
2026-04-04 17:00:00,67364.7,67419.4,67288.5,67337.2,94.15934,67027.625,False,False,0
2026-04-04 18:00:00,67337.2,67382.6,67255.5,67296.5,73.991305,67046.25499999999,False,False,0
2026-04-04 19:00:00,67296.5,67549.6,67274.5,67293.0,143.892103,67066.51,False,False,0
2026-04-04 20:00:00,67293.0,67300.9,67181.6,67268.6,72.945979,67082.91,False,False,0
2026-04-04 21:00:00,67268.6,67482.7,67211.7,67355.7,108.49078300000001,67101.505,False,False,0
2026-04-04 22:00:00,67355.7,67470.3,67321.3,67398.9,115.295821,67126.66,False,False,0
2026-04-04 23:00:00,67398.9,67403.3,67258.2,67300.7,80.101875,67154.34999999999,False,False,0
2026-04-05 00:00:00,67300.7,67310.4,67160.6,67208.2,77.932918,67177.80999999998,False,False,0
2026-04-05 01:00:00,67208.2,67233.3,67076.4,67084.5,80.000721,67195.26499999998,False,False,0
2026-04-05 02:00:00,67084.5,67180.0,66935.0,67169.7,133.307338,67203.91999999998,True,False,1
2026-04-05 03:00:00,67169.7,67189.6,67085.7,67143.4,57.269013,67211.85999999999,False,False,0
2026-04-05 04:00:00,67143.4,67194.6,67068.0,67097.0,73.888008,67218.37999999998,False,False,0
2026-04-05 05:00:00,67097.0,67153.5,66868.3,66933.8,109.321648,67226.06499999997,False,False,0
2026-04-05 06:00:00,66933.8,66942.1,66605.4,66803.0,275.431109,67223.60499999998,False,False,0
2026-04-05 07:00:00,66803.0,66916.0,66721.0,66818.5,201.26344,67205.26999999999,False,False,0
2026-04-05 08:00:00,66818.5,66941.3,66810.8,66933.1,157.958004,67188.21499999998,False,False,0
2026-04-05 09:00:00,66933.1,67053.3,66901.5,67032.2,133.567897,67180.16999999998,False,False,0
2026-04-05 10:00:00,67032.2,67152.4,66970.7,67048.8,162.780918,67172.11999999998,False,False,0
2026-04-05 11:00:00,67048.8,67093.1,66965.3,67008.5,115.007564,67163.83499999999,False,False,0
2026-04-05 12:00:00,67008.5,67008.5,66690.0,66790.5,258.339993,67144.79999999999,False,False,0
2026-04-05 13:00:00,66790.5,66926.5,66698.6,66900.3,153.440813,67116.09,False,False,0
2026-04-05 14:00:00,66900.3,66973.8,66819.4,66927.4,147.803232,67094.245,False,False,0
2026-04-05 15:00:00,66927.4,67858.0,66836.3,67306.6,717.73604,67075.79,False,False,0
2026-04-05 16:00:00,67306.6,67416.9,67177.0,67214.0,229.426878,67076.47,False,True,-1
2026-04-05 17:00:00,67214.0,67411.1,67185.3,67377.7,169.59417200000001,67073.73999999999,False,False,0
2026-04-05 18:00:00,67377.7,67459.9,67278.6,67413.1,146.587149,67074.84,False,False,0
2026-04-05 19:00:00,67413.1,67568.0,67284.0,67365.3,148.202449,67075.55,False,False,0
2026-04-05 20:00:00,67365.3,67713.8,67334.6,67664.0,206.975772,67078.78,False,False,0
2026-04-05 21:00:00,67664.0,67680.5,67414.9,67552.2,225.412017,67101.57,False,False,0
2026-04-05 22:00:00,67552.2,68374.8,67340.1,68340.0,696.060814,67124.955,False,False,0
2026-04-05 23:00:00,68340.0,69137.6,68265.8,69035.3,794.473857,67183.47,False,False,0
2026-04-06 00:00:00,69035.3,69600.0,69032.8,69086.0,698.524138,67278.06500000002,False,False,0
2026-04-06 01:00:00,69086.0,69144.6,68789.5,68810.6,407.955424,67377.51500000001,False,False,0
2026-04-06 02:00:00,68810.6,69411.9,68776.7,69217.1,455.443283,67471.35500000001,False,False,0
2026-04-06 03:00:00,69217.1,69262.6,69061.5,69129.6,300.923961,67592.06000000003,False,False,0
2026-04-06 04:00:00,69129.6,69214.3,68980.1,69138.4,229.132472,67707.61500000002,False,False,0
2026-04-06 05:00:00,69138.4,69244.4,69084.3,69199.4,187.067467,67817.88000000002,False,False,0
2026-04-06 06:00:00,69199.4,69358.5,68803.7,68978.1,355.943337,67926.24000000002,False,False,0
2026-04-06 07:00:00,68978.1,69217.0,68827.4,69110.2,376.598799,68022.70500000002,False,False,0
2026-04-06 08:00:00,69110.2,69352.1,69071.9,69223.3,279.569192,68127.79000000001,False,False,0
2026-04-06 09:00:00,69223.3,70277.0,69199.4,69729.7,787.847745,68249.43000000002,False,False,0
2026-04-06 10:00:00,69729.7,69952.2,69695.6,69767.5,349.19066399999997,68390.90000000001,False,False,0
2026-04-06 11:00:00,69767.5,69767.5,69560.7,69612.4,222.665318,68532.90500000001,False,False,0
2026-04-06 12:00:00,69612.4,69636.0,69321.0,69363.8,394.103288,68648.195,False,False,0
2026-04-06 13:00:00,69363.8,69551.5,69225.0,69426.0,510.972388,68755.68500000001,False,False,0
2026-04-06 14:00:00,69426.0,69813.6,69137.0,69651.1,776.790219,68858.1,False,False,0
2026-04-06 15:00:00,69651.1,69972.7,69524.0,69963.6,620.6241,68970.00000000001,False,False,0
2026-04-06 16:00:00,69963.6,70355.4,69777.8,69797.0,682.199965,69099.91500000001,False,False,0
2026-04-06 17:00:00,69797.0,69819.6,69267.2,69571.8,524.50814,69206.56500000002,False,False,0
2026-04-06 18:00:00,69571.8,69968.0,69473.2,69891.7,333.63415200000003,69307.54500000001,False,False,0
2026-04-06 19:00:00,69891.7,69902.6,69580.1,69737.6,304.50329,69385.13000000002,False,False,0
2026-04-06 20:00:00,69737.6,69978.2,69620.4,69819.7,201.244732,69420.24500000002,False,False,0
2026-04-06 21:00:00,69819.7,69819.7,69433.5,69512.3,189.218873,69456.93000000002,False,False,0
2026-04-06 22:00:00,69512.3,69586.7,68807.4,68807.4,368.729199,69492.01500000001,False,False,0
2026-04-06 23:00:00,68807.4,68910.3,68310.0,68846.2,587.193225,69471.53,True,False,1
2026-04-07 00:00:00,68846.2,69123.9,68727.2,68771.9,349.321014,69457.36,False,False,0
2026-04-07 01:00:00,68771.9,68901.1,68348.0,68393.5,389.304526,69439.035,False,False,0
2026-04-07 02:00:00,68393.5,68713.6,68268.7,68668.3,304.471072,69398.74,False,False,0
2026-04-07 03:00:00,68668.3,68799.6,68620.1,68780.2,192.592094,69383.25,False,False,0
2026-04-07 04:00:00,68780.2,68977.0,68539.9,68847.0,214.442972,69366.75,False,False,0
2026-04-07 05:00:00,68847.0,68860.4,68608.0,68655.9,179.415186,69347.935,False,False,0
2026-04-07 06:00:00,68655.9,68658.3,68432.9,68567.8,245.38135,69294.245,False,False,0
2026-04-07 07:00:00,68567.8,68705.4,68489.2,68613.9,212.749928,69234.26,False,False,0
2026-04-07 08:00:00,68613.9,68983.0,68594.2,68935.5,430.141859,69184.33499999999,False,False,0
2026-04-07 09:00:00,68935.5,69253.8,68928.8,69145.5,367.996707,69162.92,False,False,0
2026-04-07 10:00:00,69145.5,69199.7,68176.5,68232.0,709.072508,69148.89499999999,False,False,0
2026-04-07 11:00:00,68232.0,68454.1,68060.3,68339.0,396.597862,69077.93999999999,False,False,0
2026-04-07 12:00:00,68339.0,68622.4,68079.2,68395.9,572.999339,68996.70999999999,False,False,0
2026-04-07 13:00:00,68395.9,68633.1,68192.6,68233.1,668.371861,68926.65499999998,False,False,0
2026-04-07 14:00:00,68233.1,68263.9,67762.3,67854.7,892.402891,68859.71999999999,False,False,0
2026-04-07 15:00:00,67854.7,68268.9,67723.2,68166.0,894.919702,68757.86999999998,False,False,0
2026-04-07 16:00:00,68166.0,68449.1,68078.1,68237.4,814.837244,68679.28999999998,False,False,0
2026-04-07 17:00:00,68237.4,69009.3,68191.3,68699.7,739.682972,68600.17499999997,False,False,0
2026-04-07 18:00:00,68699.7,68770.7,68345.8,68442.5,480.7634,68559.54499999997,False,True,-1
2026-04-07 19:00:00,68442.5,69097.8,68351.4,69008.4,789.783861,68541.29999999997,True,False,1
2026-04-07 20:00:00,69008.4,69544.1,69008.4,69319.0,743.440275,68549.40999999997,False,True,-1
2026-04-07 21:00:00,69319.0,70228.1,69308.9,69923.6,846.185767,68576.76499999998,False,False,0
2026-04-07 22:00:00,69923.6,71525.0,69923.6,71514.4,1750.216698,68653.26999999999,False,False,0
2026-04-07 23:00:00,71514.4,72785.3,71190.7,71927.5,1876.712929,68795.57499999998,False,False,0
2026-04-08 00:00:00,71927.5,72119.1,71546.3,71706.8,772.730951,68952.93999999997,False,False,0
2026-04-08 01:00:00,71706.8,71759.8,71456.0,71483.9,416.974068,69095.92999999998,False,False,0
2026-04-08 02:00:00,71483.9,71734.3,71243.1,71368.5,477.791856,69237.32999999999,False,False,0
2026-04-08 03:00:00,71368.5,71483.1,71267.0,71288.0,190.299073,69377.36499999998,False,False,0
2026-04-08 04:00:00,71288.0,71687.1,71287.0,71564.4,307.335751,69511.06999999998,False,False,0
2026-04-08 05:00:00,71564.4,71845.0,71553.1,71740.8,234.48989,69642.51499999998,False,False,0
2026-04-08 06:00:00,71740.8,71952.0,71586.3,71736.0,297.720482,69772.27999999998,False,False,0
2026-04-08 07:00:00,71736.0,71917.7,71583.9,71638.0,389.494228,69947.47999999998,False,False,0
2026-04-08 08:00:00,71638.0,71832.0,71638.0,71803.8,250.389025,70112.42999999998,False,False,0
2026-04-08 09:00:00,71803.8,71958.6,71594.0,71684.2,287.636467,70282.82499999998,False,False,0
2026-04-08 10:00:00,71684.2,71795.3,71456.3,71470.2,406.816841,70455.37999999998,False,False,0
2026-04-08 11:00:00,71470.2,71735.3,71396.1,71676.0,450.463869,70636.15499999998,False,False,0
2026-04-08 12:00:00,71676.0,72174.6,71575.1,72065.5,552.856395,70811.65499999998,False,False,0
2026-04-08 13:00:00,72065.5,72871.4,71507.9,71598.6,1575.015051,71003.05999999998,False,False,0
2026-04-08 14:00:00,71598.6,71751.6,70703.3,70905.5,1477.401088,71148.00499999999,False,False,0
2026-04-08 15:00:00,70905.5,71352.9,70825.7,71309.0,824.968716,71271.155,True,False,1
2026-04-08 16:00:00,71309.0,71700.0,71242.9,71598.0,971.212045,71386.185,False,False,0
2026-04-08 17:00:00,71598.0,71979.3,71487.7,71882.6,926.72649,71500.135,False,True,-1
2026-04-08 18:00:00,71882.6,71886.1,71061.1,71097.2,841.895612,71598.08499999999,False,False,0
2026-04-08 19:00:00,71097.2,71374.8,71016.8,71317.6,555.194767,71577.225,True,False,1
2026-04-08 20:00:00,71317.6,71485.1,71273.5,71373.6,198.516541,71546.73000000001,False,False,0
2026-04-08 21:00:00,71373.6,71748.6,71326.0,71554.3,224.704544,71530.07,False,False,0
2026-04-08 22:00:00,71554.3,71583.7,71064.6,71064.6,252.458264,71533.59000000001,False,True,-1
2026-04-08 23:00:00,71064.6,71209.5,70903.6,71072.7,304.474281,71518.39500000002,True,False,1
2026-04-09 00:00:00,71072.7,71135.4,70647.3,70814.2,376.395556,71507.63000000002,False,False,0
2026-04-09 01:00:00,70814.2,70954.4,70447.1,70926.1,642.344041,71470.12000000002,False,False,0
2026-04-09 02:00:00,70926.1,71198.6,70810.7,71061.4,547.616434,71429.38500000002,False,False,0
2026-04-09 03:00:00,71061.4,71125.3,70842.7,70990.9,355.272509,71395.65500000001,False,False,0
2026-04-09 04:00:00,70990.9,71010.3,70741.7,70781.3,307.059148,71363.30000000002,False,False,0
2026-04-09 05:00:00,70781.3,71089.2,70697.0,70986.2,258.79463,71312.17500000002,False,False,0
2026-04-09 06:00:00,70986.2,71086.7,70810.0,71024.5,304.176405,71277.27500000001,False,False,0
2026-04-09 07:00:00,71024.5,71118.7,70950.7,70981.9,328.162182,71254.99000000002,False,False,0
2026-04-09 08:00:00,70981.9,71399.9,70872.8,71249.7,361.888099,71220.285,False,False,0
2026-04-09 09:00:00,71249.7,71588.2,71107.0,71540.8,415.109902,71179.49500000001,False,True,-1
2026-04-09 10:00:00,71540.8,71545.4,71281.1,71281.2,235.966828,71176.60500000001,False,False,0
2026-04-09 11:00:00,71281.2,71361.8,71058.4,71153.5,279.551377,71195.39,False,False,0
2026-04-09 12:00:00,71153.5,71338.6,71038.1,71293.9,340.419111,71187.615,True,False,1
2026-04-09 13:00:00,71293.9,71364.6,70636.6,70809.5,612.412052,71172.41,False,True,-1
2026-04-09 14:00:00,70809.5,71255.6,70525.9,71126.4,1059.827994,71118.75499999999,True,False,1
2026-04-09 15:00:00,71126.4,72367.5,70931.6,72148.5,1264.131382,71120.215,False,True,-1
2026-04-09 16:00:00,72148.5,72416.5,71726.6,72082.7,848.616892,71161.75999999998,False,False,0
2026-04-09 17:00:00,72082.7,72559.2,72064.7,72348.8,888.538845,71197.21499999998,False,False,0
2026-04-09 18:00:00,72348.8,72381.2,71731.5,71887.1,537.968928,71236.93999999997,False,False,0
2026-04-09 19:00:00,71887.1,72302.3,71743.3,72091.1,560.189241,71278.06499999997,False,False,0
2026-04-09 20:00:00,72091.1,72457.1,71977.5,72410.9,363.582602,71328.98499999999,False,False,0
2026-04-09 21:00:00,72410.9,72710.8,72144.2,72266.3,522.271604,71408.81999999998,False,False,0
2026-04-09 22:00:00,72266.3,73152.7,71946.8,71946.9,843.247215,71475.82999999999,False,False,0
2026-04-09 23:00:00,71946.9,72038.1,71592.7,71788.9,610.075345,71520.10499999998,False,False,0
2026-04-10 00:00:00,71788.9,72035.5,71586.6,71975.2,519.068375,71560.00499999998,False,False,0
2026-04-10 01:00:00,71975.2,72398.1,71669.7,72164.9,606.827189,71619.69999999998,False,False,0
2026-04-10 02:00:00,72164.9,72298.6,71920.3,71964.8,235.468824,71678.63499999998,False,False,0
2026-04-10 03:00:00,71964.8,72033.7,71818.6,71873.6,231.080814,71725.64999999998,False,False,0
2026-04-10 04:00:00,71873.6,72227.3,71830.0,72125.8,302.927495,71770.23499999999,False,False,0
2026-04-10 05:00:00,72125.8,72280.0,72012.7,72135.4,265.141895,71814.04,False,False,0
2026-04-10 06:00:00,72135.4,72189.4,71802.4,71818.2,279.520958,71843.76999999999,False,False,0
2026-04-10 07:00:00,71818.2,71852.0,71433.4,71494.9,416.536582,71870.61999999998,True,False,1
2026-04-10 08:00:00,71494.9,71769.8,71432.9,71611.3,501.593094,71887.68999999997,False,False,0
2026-04-10 09:00:00,71611.3,71878.9,71594.1,71780.5,314.656922,71903.55999999998,False,False,0
2026-04-10 10:00:00,71780.5,71928.6,71707.4,71904.2,248.456125,71952.10999999999,False,False,0
2026-04-10 11:00:00,71904.2,72264.6,71896.6,72129.2,386.009667,71990.99999999999,False,False,0
2026-04-10 12:00:00,72129.2,72456.4,72003.7,72258.5,684.734662,71990.03499999999,False,True,-1
2026-04-10 13:00:00,72258.5,72410.0,71909.9,72327.2,737.502103,71998.82499999998,False,False,0
2026-04-10 14:00:00,72327.2,73160.9,72256.6,72912.4,1421.428125,71997.74499999998,False,False,0
2026-04-10 15:00:00,72912.4,73297.1,72360.0,72467.2,988.825249,72049.00999999998,False,False,0
2026-04-10 16:00:00,72467.2,73068.6,72394.3,72995.3,745.521715,72067.81499999997,False,False,0
2026-04-10 17:00:00,72995.3,73151.1,72800.1,73129.0,531.741188,72097.03499999997,False,False,0
2026-04-10 18:00:00,73129.0,73177.4,72882.8,73104.3,484.296489,72140.16999999997,False,False,0
2026-04-10 19:00:00,73104.3,73269.6,72904.0,73244.8,546.342741,72198.03999999998,False,False,0
2026-04-10 20:00:00,73244.8,73460.1,73054.4,73365.8,648.063946,72270.83499999999,False,False,0
2026-04-10 21:00:00,73365.8,73365.8,72931.6,73191.3,320.648238,72340.36499999999,False,False,0
2026-04-10 22:00:00,73191.3,73247.6,72722.3,72869.0,366.642706,72391.685,False,False,0
2026-04-10 23:00:00,72869.0,72964.7,72782.8,72955.4,238.534783,72436.89499999999,False,False,0
2026-04-11 00:00:00,72955.4,72964.9,72780.5,72829.0,209.871404,72490.98499999999,False,False,0
2026-04-11 01:00:00,72829.0,72999.5,72663.6,72958.8,245.357933,72526.14499999999,False,False,0
2026-04-11 02:00:00,72958.8,73100.0,72910.2,72967.1,222.726965,72567.31499999999,False,False,0
2026-04-11 03:00:00,72967.1,73073.9,72819.0,72870.2,146.994562,72624.76,False,False,0
2026-04-11 04:00:00,72870.2,72953.0,72676.1,72808.9,231.60482,72693.525,False,False,0
2026-04-11 05:00:00,72808.9,72836.1,72670.7,72720.2,135.000864,72753.405,False,False,0
2026-04-11 06:00:00,72720.2,72772.9,72613.7,72763.7,176.481531,72800.38999999998,True,False,1
2026-04-11 07:00:00,72763.7,72830.0,72669.0,72754.3,139.225818,72843.36499999999,False,False,0
2026-04-11 08:00:00,72754.3,72800.0,72631.8,72666.1,141.095995,72874.62,False,False,0
2026-04-11 09:00:00,72666.1,72910.7,72623.3,72903.7,244.045302,72895.0,False,False,0
2026-04-11 10:00:00,72903.7,72914.9,72769.5,72841.2,182.268833,72923.825,False,False,0
2026-04-11 11:00:00,72841.2,72916.0,72820.4,72914.7,126.696325,72920.265,False,False,0
2026-04-11 12:00:00,72914.7,72982.3,72807.0,72932.6,160.911269,72942.64,False,False,0
2026-04-11 13:00:00,72932.6,72932.7,72518.0,72657.9,364.497065,72939.505,False,False,0
2026-04-11 14:00:00,72657.9,72769.3,72604.3,72700.2,151.447111,72915.95,False,False,0
2026-04-11 15:00:00,72700.2,72900.0,72672.0,72857.6,178.338867,72895.745,False,False,0
2026-04-11 16:00:00,72857.6,73236.5,72819.7,73044.9,311.434994,72876.385,False,False,0
2026-04-11 17:00:00,73044.9,73176.8,72947.4,73098.1,199.846021,72860.34,False,True,-1
2026-04-11 18:00:00,73098.1,73742.0,73037.3,73558.8,545.215768,72855.68,False,False,0
2026-04-11 19:00:00,73558.8,73809.1,73471.9,73689.0,453.412261,72890.17,False,False,0
2026-04-11 20:00:00,73689.0,73699.6,73227.3,73299.5,297.010315,72926.85,False,False,0
2026-04-11 21:00:00,73299.5,73546.7,73203.0,73432.3,218.338592,72950.375,False,False,0
2026-04-11 22:00:00,73432.3,73574.8,73240.0,73374.7,258.42834,72974.05,False,False,0
2026-04-11 23:00:00,73374.7,73374.7,72907.2,73048.5,276.391086,72994.43,False,False,0
2026-04-12 00:00:00,73048.5,73122.1,72852.6,73080.2,227.090357,73003.345,False,False,0
2026-04-12 01:00:00,73080.2,73140.4,71306.6,71645.6,963.620524,73016.91,False,False,0
2026-04-12 02:00:00,71645.6,71978.3,71347.3,71766.8,580.332351,72963.18000000001,True,False,1
2026-04-12 03:00:00,71766.8,71866.3,71594.2,71601.4,304.478384,72913.335,False,False,0
2026-04-12 04:00:00,71601.4,71690.4,71447.6,71472.6,283.201569,72855.69,False,False,0
2026-04-12 05:00:00,71472.6,71787.4,71416.8,71705.6,212.878597,72796.015,False,False,0
2026-04-12 06:00:00,71705.6,71754.3,71642.2,71657.5,148.719098,72736.11000000002,False,False,0
2026-04-12 07:00:00,71657.5,71752.4,71589.6,71676.3,161.42102,72676.92500000002,False,False,0
2026-04-12 08:00:00,71676.3,71780.6,71593.6,71630.1,181.906199,72615.00500000002,False,False,0
2026-04-12 09:00:00,71630.1,71634.5,71510.8,71535.7,126.730238,72549.88000000002,False,False,0
2026-04-12 10:00:00,71535.7,71688.3,71351.1,71448.2,216.522918,72493.77000000002,False,False,0
2026-04-12 11:00:00,71448.2,71541.1,71416.2,71464.4,164.865157,72431.17000000001,False,False,0
2026-04-12 12:00:00,71464.4,71500.0,71059.3,71078.8,367.543288,72361.51000000001,False,False,0
2026-04-12 13:00:00,71078.8,71144.2,70862.9,70894.1,547.539949,72263.20500000002,False,False,0
2026-04-12 14:00:00,70894.1,71095.4,70696.0,70744.4,391.186325,72153.00500000002,False,False,0
2026-04-12 15:00:00,70744.4,70937.3,70600.0,70889.5,303.37112,72012.285,False,False,0
2026-04-12 16:00:00,70889.5,70953.4,70813.1,70926.5,177.721406,71872.31000000001,False,False,0
2026-04-12 17:00:00,70926.5,71214.5,70895.1,71138.0,254.05733,71753.66,False,False,0
2026-04-12 18:00:00,71138.0,71227.2,71051.7,71125.1,200.890179,71638.945,False,False,0
2026-04-12 19:00:00,71125.1,71228.6,71060.5,71088.1,134.823669,71526.46500000001,False,False,0
2026-04-12 20:00:00,71088.1,71438.8,70950.0,71335.0,270.671203,71428.44500000002,False,False,0
2026-04-12 21:00:00,71335.0,71454.9,71153.8,71363.4,271.66173,71341.18500000003,False,False,0
2026-04-12 22:00:00,71363.4,71378.2,70504.4,70905.8,708.854433,71327.07500000001,False,True,-1
2026-04-12 23:00:00,70905.8,70907.2,70561.4,70742.7,348.693965,71284.02500000001,True,False,1
2026-04-13 00:00:00,70742.7,71261.8,70606.3,71165.7,409.524067,71241.09000000001,False,False,0
2026-04-13 01:00:00,71165.7,71227.3,71028.4,71194.4,345.767588,71225.74500000001,False,False,0
2026-04-13 02:00:00,71194.4,71280.0,70984.7,71082.3,386.144111,71200.185,False,False,0
