iter	RMSE
0	0.01130881854
1	0.0112969214
2	0.01128599742
3	0.01127776262
4	0.01127085001
5	0.01126178505
6	0.01125173227
7	0.01124256102
8	0.01123215044
9	0.01122385069
10	0.01121452979
11	0.01120431251
12	0.01119882031
13	0.01119159621
14	0.01118405582
15	0.01117733441
16	0.01116823015
17	0.01116156822
18	0.01115605118
19	0.01115009415
20	0.01114237307
21	0.0111355885
22	0.01112806249
23	0.01112340201
24	0.01111972234
25	0.01111473327
26	0.01111076014
27	0.01110511475
28	0.01109963247
29	0.01109470165
30	0.01108937567
31	0.01108648509
32	0.01108198224
33	0.01107870709
34	0.01107487511
35	0.01107096476
36	0.01106474032
37	0.0110611997
38	0.01105572246
39	0.0110498111
40	0.01104282954
41	0.01103914268
42	0.01103377688
43	0.01102754832
44	0.0110240941
45	0.01101855875
46	0.01101273156
47	0.01100826054
48	0.0110027306
49	0.01099842473
50	0.01099268855
51	0.01098797381
52	0.01098435499
53	0.01098054433
54	0.01097771716
55	0.01097399708
56	0.01096878038
57	0.01096567222
58	0.01096088872
59	0.01095560591
60	0.01095201773
61	0.01094813333
62	0.01094232113
63	0.01093865719
64	0.01093433476
65	0.01093128819
66	0.01092901843
67	0.01092255713
68	0.0109171184
69	0.01091261377
70	0.01090802877
71	0.01090169646
72	0.01089869567
73	0.01089418446
74	0.01089053351
75	0.0108833125
76	0.01087878187
77	0.01087423889
78	0.01087034655
79	0.01086505978
80	0.01086070428
81	0.01085607264
82	0.01085087715
83	0.0108438572
84	0.0108401812
85	0.01083568193
86	0.01083234497
87	0.01082970346
88	0.01082659686
89	0.01082424424
90	0.01082018423
91	0.0108180436
92	0.01081462789
93	0.01081041842
94	0.01080596205
95	0.01080050084
96	0.01079711744
97	0.01079063225
98	0.01078826156
99	0.01078375496
100	0.01078042097
101	0.01077748906
102	0.0107730616
103	0.01076753382
104	0.01076487242
105	0.01075968526
106	0.01075603013
107	0.01075292379
108	0.01074924167
109	0.01074629862
110	0.01074199324
111	0.01073771313
112	0.01073228926
113	0.01072934534
114	0.01072582512
115	0.01072205829
116	0.01071984614
117	0.0107162751
118	0.01071241126
119	0.01070668468
120	0.0107017532
121	0.01069932081
122	0.01069776065
123	0.01069560938
124	0.01069316656
125	0.01069118618
126	0.0106866821
127	0.01068294335
128	0.01067996537
129	0.01067706926
130	0.01067422994
131	0.01066864071
132	0.01066678075
133	0.01066441163
134	0.01066129734
135	0.01065666664
136	0.01065379766
137	0.01064969488
138	0.01064537281
139	0.01064252656
140	0.01064030742
141	0.01063677842
142	0.01063265132
143	0.01062761852
144	0.01062578237
145	0.01062119494
146	0.01061762177
147	0.01061443121
148	0.0106105974
149	0.01060750316
150	0.0106049214
151	0.01060099349
152	0.0105975158
153	0.01058878283
154	0.01058427189
155	0.01057746672
156	0.01057204406
157	0.01056952502
158	0.01056509414
159	0.01056315848
160	0.01055862776
161	0.01055268152
162	0.01054503248
163	0.01053975163
164	0.01053665294
165	0.01053279525
166	0.01052882017
167	0.01052398236
168	0.0105208726
169	0.01051831247
170	0.01051528463
171	0.01051242162
172	0.0105094332
173	0.01050597153
174	0.01050286354
175	0.0104988047
176	0.01049455605
177	0.0104915968
178	0.01048821476
179	0.01048468015
180	0.01048219526
181	0.01048018777
182	0.01047752283
183	0.01047438217
184	0.0104715001
185	0.01046737698
186	0.01046293784
187	0.0104602256
188	0.01045559576
189	0.01045246532
190	0.01044821617
191	0.01044578044
192	0.01044132363
193	0.0104348918
194	0.01043158084
195	0.01042841913
196	0.01042099188
197	0.0104178254
198	0.01041446895
199	0.01041154684
200	0.01040747175
201	0.01040303151
202	0.01039957611
203	0.01039222813
204	0.01038892789
205	0.01038476444
206	0.01038215698
207	0.01037845241
208	0.01037432397
209	0.01037151222
210	0.0103671275
211	0.01036463118
212	0.01036057931
213	0.01035577124
214	0.01035142112
215	0.01034788087
216	0.01034347379
217	0.01033962149
218	0.01033471082
219	0.01033132776
220	0.01032708413
221	0.01032281429
222	0.01031913783
223	0.01031520701
224	0.01031329431
225	0.01030857348
226	0.01030602849
227	0.01030342663
228	0.01029962812
229	0.0102968877
230	0.01029077749
231	0.01028681984
232	0.01028285646
233	0.01027571639
234	0.01027234685
235	0.01026454916
236	0.01026163579
237	0.0102564295
238	0.01025332947
239	0.01025126043
240	0.01024877878
241	0.01024646467
242	0.0102437817
243	0.01023962299
244	0.01023488463
245	0.01023105644
246	0.01022553189
247	0.01022333145
248	0.01022119718
249	0.01021733501
250	0.01021250932
251	0.01020902964
252	0.01020568303
253	0.01020122522
254	0.01019630532
255	0.01019185274
256	0.01018822233
257	0.01018291187
258	0.01017938874
259	0.01017679344
260	0.01017318876
261	0.01016908056
262	0.01016462332
263	0.01016040012
264	0.01015618504
265	0.01015248178
266	0.0101496822
267	0.01014487967
268	0.01014067951
269	0.01013518271
270	0.01013231534
271	0.01012921997
272	0.0101267577
273	0.01012207258
274	0.01011886588
275	0.01011556519
276	0.01011266734
277	0.01010663209
278	0.01010438395
279	0.01010181253
280	0.01009881668
281	0.01009630985
282	0.0100935402
283	0.01009189569
284	0.01008878649
285	0.01008478505
286	0.0100810427
287	0.01007728771
288	0.01007415245
289	0.01007116765
290	0.01006668565
291	0.01006424604
292	0.01006119885
293	0.01005815098
294	0.01005416638
295	0.01005024673
296	0.01004800516
297	0.01004196877
298	0.01003855732
299	0.01003508235
300	0.01003245235
301	0.01003079098
302	0.01002699428
303	0.01002479111
304	0.01002033483
305	0.01001759221
306	0.01001396672
307	0.01001078957
308	0.01000656962
309	0.01000333409
310	0.01000138329
311	0.009998789059
312	0.009993607436
313	0.009990600505
314	0.009986771407
315	0.009981978129
316	0.00997915666
317	0.009976760528
318	0.009973062149
319	0.009970004325
320	0.009965638357
321	0.009961578674
322	0.00995714267
323	0.00995220315
324	0.009949051609
325	0.009945834132
326	0.009943251503
327	0.00993979279
328	0.009936781615
329	0.009933306179
330	0.009930803589
331	0.009927462921
332	0.009925612661
333	0.009922044457
334	0.009918343625
335	0.009916562319
336	0.009913939349
337	0.009910985024
338	0.00990731342
339	0.009904453011
340	0.009901868074
341	0.009898313562
342	0.009894247982
343	0.009890070671
344	0.009888462606
345	0.009885369067
346	0.009881632056
347	0.009879253417
348	0.009877708386
349	0.009874058211
350	0.009869807175
351	0.009867147632
352	0.00986288231
353	0.009859816157
354	0.009856163456
355	0.009852946726
356	0.009849344026
357	0.009846694395
358	0.009843570504
359	0.009841238799
360	0.009836456074
361	0.009833463216
362	0.009830598937
363	0.009826515079
364	0.009824457729
365	0.00982167998
366	0.009819597512
367	0.009816689435
368	0.009812743914
369	0.009810216233
370	0.009807950694
371	0.009803753946
372	0.009800187664
373	0.009797826487
374	0.009794469369
375	0.009791100209
376	0.009786801676
377	0.00978435842
378	0.0097811151
379	0.009777691347
380	0.009773525907
381	0.009770775352
382	0.009768851417
383	0.009765552639
384	0.009763231892
385	0.00976043553
386	0.00975739406
387	0.009753274687
388	0.009750589399
389	0.009747393643
390	0.009744469439
391	0.00974147682
392	0.009739531501
393	0.009736079922
394	0.00973415161
395	0.009731661229
396	0.009727400407
397	0.009723970496
398	0.009721758605
399	0.009718574793
400	0.009715057088
401	0.009713250486
402	0.009710058513
403	0.00970729368
404	0.009705535387
405	0.009702274722
406	0.009698257262
407	0.009695865418
408	0.009693614936
409	0.009691170793
410	0.009687469798
411	0.009683441671
412	0.009681095038
413	0.009679145284
414	0.009676281394
415	0.009671307408
416	0.009669313979
417	0.009666427156
418	0.009661309504
419	0.009656727322
420	0.009654844291
421	0.009652843234
422	0.009649840206
423	0.009647219141
424	0.009645260457
425	0.009643206209
426	0.009640674008
427	0.009638124399
428	0.0096332918
429	0.00963065813
430	0.009628484702
431	0.009625644424
432	0.009621301382
433	0.009618437043
434	0.009614682739
435	0.009611869369
436	0.009608862757
437	0.009605230305
438	0.009602697139
439	0.009600521967
440	0.009596897029
441	0.009594364868
442	0.009590610673
443	0.009587849499
444	0.009586400068
445	0.0095842658
446	0.009582050457
447	0.009578522965
448	0.0095761739
449	0.009574147103
450	0.009571140452
451	0.009568628915
452	0.009565146906
453	0.009559126755
454	0.009557073862
455	0.009555786272
456	0.009552268225
457	0.00954759929
458	0.009545119225
459	0.00954245808
460	0.009540692162
461	0.009538036656
462	0.009534291636
463	0.009531624911
464	0.009529206315
465	0.009524419268
466	0.009522227873
467	0.009519330308
468	0.009515537116
469	0.009513266618
470	0.009511682433
471	0.009509801172
472	0.009508316208
473	0.009505375408
474	0.009501659815
475	0.009499646495
476	0.009496419724
477	0.009492414426
478	0.009489980053
479	0.009486476283
480	0.009482951524
481	0.009481169166
482	0.009478552798
483	0.009476028618
484	0.009472505883
485	0.00947011679
486	0.009468949795
487	0.009464558802
488	0.009459550896
489	0.009456696494
490	0.009454520029
491	0.009452354812
492	0.009447990898
493	0.009445570306
494	0.009440242346
495	0.00943680814
496	0.009434042358
497	0.009431971291
498	0.009428650432
499	0.009424436825
500	0.009421601787
501	0.009418049641
502	0.009413945293
503	0.009412045426
504	0.00941111647
505	0.009407697948
506	0.009404269988
507	0.009401186985
508	0.009397913082
509	0.009395402123
510	0.009393349317
511	0.009391010546
512	0.009388958834
513	0.009386152191
514	0.009384541206
515	0.009381879868
516	0.009380403445
517	0.009378296194
518	0.00937406137
519	0.009371140594
520	0.009367563212
521	0.00936475362
522	0.009362658531
523	0.009359357936
524	0.00935549747
525	0.009352693691
526	0.009349751829
527	0.009347308009
528	0.009342459259
529	0.009340979689
530	0.009339101412
531	0.009337781049
532	0.009335258711
533	0.009333395255
534	0.009331991766
535	0.009328729328
536	0.009326660483
537	0.009324039332
538	0.009320616589
539	0.00931900155
540	0.009315419019
541	0.009312781726
